観測点	真値	観測値
0.0976270078546495	2.429088882288259	5.957193574223587
0.43037873274483895	8.827388705451856	9.627703122186302
0.20552675214328775	4.938789217950313	6.896265186161791
0.08976636599379373	2.2369849348870754	6.718771333289991
-0.15269040132219058	-3.744029738973926	-0.008913758673990912
0.29178822613331223	6.693576149843151	4.73902039009033
-0.12482557747461498	-3.086000485111724	-1.1858236500605452
0.7835460015641595	9.21655895332022	8.913844536724824
0.9273255210020586	7.2495524624691186	7.043114758882003
-0.2331169623484446	-5.5293852520649995	-4.708188248188255
0.5834500761653292	9.945525219153819	10.233612361475574
0.05778983950580896	1.4473159717368551	4.355862985662805
0.13608912218786462	3.3539950719428147	4.876070522236802
0.8511932765853221	8.427171696354485	8.670521729340141
-0.8579278836042261	-8.334847176525686	-7.447120711034835
-0.8257414005969186	-8.75407486969813	-8.086726214949596
-0.9595632051193486	-6.668303491556809	-3.680145345241597
0.665239691095876	9.948903776092214	9.538587248560612
0.556313501899701	9.851367530943385	10.477502934245187
0.7400242964936383	9.585043828856987	7.876852350253538
